annotation_id,participant_id,video_id,start_timestamp,stop_timestamp,start_sample,stop_sample,class
P14_01_16,P14,P14_01,00:01:07.642,00:01:07.948,1623408,1630751,metal-ceramic-collision
P14_01_17,P14,P14_01,00:01:24.726,00:01:25.040,2033424,2040960,metal-wood-collision
P14_02_1,P14,P14_02,00:00:05.798,00:00:06.807,139152,163368,ceramic-only-collision
P14_02_3,P14,P14_02,00:00:19.539,00:00:20.735,468936,497640,metal-only-collision
P14_02_5,P14,P14_02,00:00:24.378,00:00:25.003,585072,600072,metal-ceramic-collision
P14_02_6,P14,P14_02,00:00:25.744,00:00:26.405,617856,633720,metal-only-collision
P14_02_7,P14,P14_02,00:00:28.503,00:00:29.102,684072,698448,metal-ceramic-collision
P14_03_1,P14,P14_03,00:00:08.028,00:00:09.003,192672,216072,metal-ceramic-collision
P14_03_3,P14,P14_03,00:00:14.720,00:00:15.286,353280,366864,ceramic-marble-collision
P14_04_0,P14,P14_04,00:00:00.744,00:00:01.224,17856,29376,metal-only-collision
P14_04_2,P14,P14_04,00:00:05.864,00:00:06.554,140736,157296,metal-only-collision
P14_04_6,P14,P14_04,00:00:12.174,00:00:12.434,292176,298416,metal-only-collision
P14_04_7,P14,P14_04,00:00:27.054,00:00:28.034,649296,672816,metal-only-collision
P14_04_9,P14,P14_04,00:00:55.524,00:00:56.564,1332576,1357536,metal-only-collision
P14_04_11,P14,P14_04,00:00:58.164,00:00:58.444,1395936,1402656,metal-only-collision
P14_04_15,P14,P14_04,00:01:29.154,00:01:29.404,2139696,2145696,metal-only-collision
P14_04_16,P14,P14_04,00:01:37.284,00:01:37.594,2334816,2342256,metal-only-collision
P14_04_17,P14,P14_04,00:01:39.114,00:01:39.404,2378736,2385696,metal-only-collision
P14_04_18,P14,P14_04,00:01:47.474,00:01:47.914,2579376,2589936,metal-only-collision
P14_04_19,P14,P14_04,00:01:55.514,00:01:55.904,2772336,2781696,metal-only-collision
P14_04_24,P14,P14_04,00:02:13.074,00:02:13.604,3193776,3206496,metal-only-collision
P14_04_25,P14,P14_04,00:02:14.034,00:02:14.364,3216816,3224736,metal-only-collision
P14_05_1,P14,P14_05,00:00:04.194,00:00:05.414,100656,129936,metal-glass-collision
P14_05_2,P14,P14_05,00:00:08.734,00:00:09.094,209616,218256,metal-plastic-collision
P14_05_3,P14,P14_05,00:00:10.164,00:00:10.434,243936,250415,ceramic-only-collision
P14_05_4,P14,P14_05,00:00:11.924,00:00:12.274,286176,294576,ceramic-only-collision
P14_05_14,P14,P14_05,00:00:45.164,00:00:45.984,1083936,1103616,plastic-wood-collision
P14_05_16,P14,P14_05,00:00:50.814,00:00:51.404,1219536,1233696,plastic-only-collision
P14_05_20,P14,P14_05,00:01:08.594,00:01:09.374,1646255,1664976,metal-only-collision
P14_07_1,P14,P14_07,00:00:04.133,00:00:05.466,99192,131184,metal-ceramic-collision
P14_09_2,P14,P14_09,00:00:04.172,00:00:06.002,100128,144048,metal-ceramic-collision
P14_09_6,P14,P14_09,00:00:12.543,00:00:12.903,301032,309672,metal-only-collision
P14_09_9,P14,P14_09,00:00:36.785,00:00:38.205,882839,916920,metal-only-collision
P14_09_13,P14,P14_09,00:00:57.168,00:00:57.448,1372032,1378752,metal-only-collision
P14_09_14,P14,P14_09,00:00:59.018,00:00:59.258,1416432,1422192,metal-only-collision
P14_09_15,P14,P14_09,00:01:01.295,00:01:01.875,1471080,1485000,metal-only-collision
P14_09_16,P14,P14_09,00:01:02.406,00:01:02.766,1497744,1506384,metal-only-collision
P14_09_20,P14,P14_09,00:01:18.118,00:01:19.018,1874831,1896432,metal-only-collision
P14_09_22,P14,P14_09,00:01:25.018,00:01:26.952,2040432,2086848,metal-ceramic-collision
P14_09_27,P14,P14_09,00:01:52.859,00:01:53.119,2708616,2714856,plastic-only-collision
P14_09_30,P14,P14_09,00:02:07.978,00:02:08.787,3071472,3090888,metal-only-collision
P14_09_31,P14,P14_09,00:02:20.395,00:02:25.312,3369480,3487488,metal-only-collision
P14_09_34,P14,P14_09,00:02:54.853,00:02:55.686,4196472,4216464,ceramic-only-collision
P14_09_37,P14,P14_09,00:03:12.791,00:03:15.520,4626984,4692480,metal-ceramic-collision
P14_09_43,P14,P14_09,00:03:49.811,00:03:50.155,5515464,5523720,metal-ceramic-collision
P14_09_44,P14,P14_09,00:03:57.666,00:04:00.624,5703984,5774976,metal-ceramic-collision
P15_01_1,P15,P15_01,00:00:04.648,00:00:05.627,111551,135048,ceramic-only-collision
P15_01_4,P15,P15_01,00:00:07.211,00:00:07.981,173064,191544,wood-only-collision
P15_01_9,P15,P15_01,00:00:21.211,00:00:24.981,509063,599544,metal-only-collision
P15_01_11,P15,P15_01,00:00:25.919,00:00:27.898,622056,669552,metal-ceramic-collision
P15_01_13,P15,P15_01,00:00:30.065,00:00:30.646,721560,735504,plastic-only-collision
P15_01_16,P15,P15_01,00:00:35.440,00:00:36.273,850560,870552,plastic-only-collision
P15_02_3,P15,P15_02,00:00:08.898,00:00:09.565,213552,229560,ceramic-only-collision
P15_02_5,P15,P15_02,00:00:13.627,00:00:17.356,327048,416544,metal-only-collision
P15_02_6,P15,P15_02,00:00:17.877,00:00:19.731,429048,473544,metal-glass-collision
P15_02_14,P15,P15_02,00:00:51.380,00:00:52.020,1233120,1248480,plastic-only-collision
P15_02_15,P15,P15_02,00:00:56.880,00:00:57.838,1365120,1388112,plastic-only-collision
P15_02_20,P15,P15_02,00:01:06.088,00:01:06.630,1586111,1599120,plastic-only-collision
P15_02_27,P15,P15_02,00:01:30.653,00:01:31.380,2175672,2193120,metal-only-collision
P15_02_29,P15,P15_02,00:01:35.213,00:01:35.838,2285112,2300112,metal-only-collision
P15_02_30,P15,P15_02,00:01:36.380,00:01:37.546,2313120,2341104,metal-marble-collision
P15_02_32,P15,P15_02,00:01:39.690,00:01:40.960,2392560,2423040,metal-only-collision
P15_02_35,P15,P15_02,00:01:44.161,00:01:47.002,2499864,2568048,metal-only-collision
P15_02_51,P15,P15_02,00:02:19.252,00:02:19.652,3342048,3351647,metal-only-collision
P15_02_61,P15,P15_02,00:02:32.378,00:02:32.958,3657071,3670992,plastic-wood-collision
P15_02_66,P15,P15_02,00:02:48.287,00:02:48.736,4038888,4049663,metal-only-collision
P15_02_70,P15,P15_02,00:02:52.611,00:02:53.051,4142663,4153223,metal-only-collision
P15_02_75,P15,P15_02,00:03:16.340,00:03:17.173,4712160,4732152,metal-wood-collision
P15_02_78,P15,P15_02,00:03:33.715,00:03:35.944,5129160,5182656,metal-only-collision
P15_02_80,P15,P15_02,00:03:39.298,00:03:39.798,5263152,5275152,metal-only-collision
P15_02_84,P15,P15_02,00:03:50.069,00:03:50.469,5521656,5531256,plastic-only-collision
P15_02_87,P15,P15_02,00:03:56.902,00:03:57.524,5685648,5700576,plastic-glass-collision
P15_02_89,P15,P15_02,00:03:59.756,00:04:00.777,5754144,5778648,metal-only-collision
P15_02_104,P15,P15_02,00:04:30.402,00:04:30.902,6489648,6501648,metal-wood-collision
P15_02_112,P15,P15_02,00:04:51.860,00:04:52.300,7004640,7015200,metal-wood-collision
P15_02_113,P15,P15_02,00:04:59.422,00:04:59.697,7186128,7192728,metal-wood-collision
P15_02_114,P15,P15_02,00:05:04.499,00:05:05.419,7307976,7330056,metal-wood-collision
P15_02_115,P15,P15_02,00:05:08.781,00:05:09.281,7410744,7422744,metal-only-collision
P15_02_131,P15,P15_02,00:05:46.957,00:05:47.417,8326968,8338007,metal-wood-collision
P15_02_133,P15,P15_02,00:05:50.257,00:05:50.737,8406168,8417688,metal-only-collision
P15_02_143,P15,P15_02,00:06:31.257,00:06:31.717,9390168,9401208,metal-wood-collision
P15_02_144,P15,P15_02,00:06:32.822,00:06:33.182,9427728,9436368,metal-only-collision
P15_02_159,P15,P15_02,00:07:14.512,00:07:15.052,10428288,10441248,plastic-only-collision
P15_02_160,P15,P15_02,00:07:22.714,00:07:23.094,10625136,10634256,metal-only-collision
P15_02_162,P15,P15_02,00:07:42.726,00:07:43.106,11105424,11114544,metal-only-collision
P15_02_165,P15,P15_02,00:08:20.476,00:08:20.836,12011424,12020064,plastic-only-collision
P15_02_168,P15,P15_02,00:08:32.100,00:08:32.780,12290400,12306720,metal-only-collision
P15_02_169,P15,P15_02,00:08:34.275,00:08:34.695,12342600,12352680,metal-ceramic-collision
P15_02_173,P15,P15_02,00:09:42.780,00:09:43.260,13986720,13998240,metal-wood-collision
P15_02_175,P15,P15_02,00:09:50.968,00:09:51.528,14183231,14196672,wood-only-collision
P15_03_1,P15,P15_03,00:01:05.464,00:01:05.864,1571136,1580736,metal-only-collision
P15_03_4,P15,P15_03,00:01:48.949,00:01:49.509,2614776,2628216,metal-only-collision
P15_03_6,P15,P15_03,00:02:02.043,00:02:02.543,2929032,2941032,plastic-only-collision
P15_03_8,P15,P15_03,00:02:05.546,00:02:05.886,3013104,3021264,metal-ceramic-collision
P15_03_11,P15,P15_03,00:02:12.668,00:02:13.008,3184032,3192192,metal-ceramic-collision
P15_03_12,P15,P15_03,00:02:18.134,00:02:18.574,3315215,3325776,metal-only-collision
P15_03_13,P15,P15_03,00:02:19.614,00:02:19.923,3350736,3358152,metal-only-collision
P15_03_16,P15,P15_03,00:02:38.208,00:02:38.476,3796992,3803424,plastic-only-collision
P15_03_17,P15,P15_03,00:02:39.895,00:02:40.615,3837480,3854760,metal-plastic-collision
P15_03_19,P15,P15_03,00:02:47.315,00:02:47.596,4015560,4022304,metal-glass-collision
P15_03_23,P15,P15_03,00:02:59.448,00:02:59.788,4306752,4314912,metal-only-collision
P15_03_24,P15,P15_03,00:03:00.800,00:03:01.320,4339200,4351680,metal-marble-collision
P15_03_31,P15,P15_03,00:03:33.396,00:03:33.916,5121504,5133984,plastic-only-collision
P15_03_32,P15,P15_03,00:03:34.854,00:03:35.374,5156496,5168976,plastic-only-collision
P15_03_33,P15,P15_03,00:03:35.854,00:03:36.674,5180496,5200176,plastic-only-collision
P15_03_37,P15,P15_03,00:03:44.937,00:03:45.797,5398488,5419128,metal-only-collision
P15_03_60,P15,P15_03,00:05:26.573,00:05:27.209,7837751,7853016,metal-only-collision
P15_07_9,P15,P15_07,00:00:24.008,00:00:24.633,576192,591192,metal-only-collision
P15_07_12,P15,P15_07,00:00:55.112,00:00:56.612,1322688,1358688,metal-only-collision
P15_07_42,P15,P15_07,00:02:39.902,00:02:40.548,3837647,3853152,metal-only-collision
P15_07_47,P15,P15_07,00:02:57.548,00:02:58.548,4261152,4285152,plastic-marble-collision
P15_08_0,P15,P15_08,00:00:03.195,00:00:04.195,76680,100680,metal-ceramic-collision
P15_08_3,P15,P15_08,00:00:15.654,00:00:16.549,375696,397176,plastic-only-collision
P15_08_5,P15,P15_08,00:00:19.237,00:00:20.237,461687,485687,metal-only-collision
P15_08_8,P15,P15_08,00:00:26.966,00:00:27.924,647184,670176,metal-only-collision
P15_08_10,P15,P15_08,00:00:30.758,00:00:31.466,738192,755184,metal-plastic-collision
P15_08_11,P15,P15_08,00:00:32.216,00:00:32.862,773184,788688,metal-ceramic-collision
P15_08_22,P15,P15_08,00:01:58.383,00:01:59.633,2841192,2871192,ceramic-only-collision
P15_08_23,P15,P15_08,00:02:00.140,00:02:05.127,2883360,3003048,ceramic-only-collision
P15_08_26,P15,P15_08,00:02:08.064,00:02:10.044,3073536,3121056,ceramic-only-collision
P15_08_31,P15,P15_08,00:02:24.898,00:02:26.856,3477552,3524544,glass-only-collision
P15_08_35,P15,P15_08,00:02:46.794,00:02:48.294,4003056,4039056,glass-only-collision
P15_08_36,P15,P15_08,00:02:49.335,00:02:50.023,4064040,4080552,metal-glass-collision
P15_08_37,P15,P15_08,00:02:53.710,00:02:54.585,4169040,4190040,glass-only-collision
P15_08_39,P15,P15_08,00:03:07.960,00:03:08.773,4511040,4530552,metal-glass-collision
P15_08_43,P15,P15_08,00:03:27.773,00:03:28.689,4986552,5008536,glass-only-collision
P15_08_45,P15,P15_08,00:03:32.148,00:03:34.148,5091552,5139552,glass-only-collision
P15_08_52,P15,P15_08,00:04:00.169,00:04:00.940,5764056,5782560,metal-glass-collision
P15_08_54,P15,P15_08,00:04:07.795,00:04:08.607,5947080,5966568,glass-only-collision
P15_08_62,P15,P15_08,00:05:02.576,00:05:03.935,7261824,7294440,ceramic-only-collision
P15_08_65,P15,P15_08,00:05:08.966,00:05:09.341,7415184,7424184,metal-only-collision
P15_08_66,P15,P15_08,00:05:10.685,00:05:11.388,7456440,7473311,metal-ceramic-collision
P15_08_68,P15,P15_08,00:05:26.779,00:05:27.498,7842696,7859952,metal-only-collision
P15_08_70,P15,P15_08,00:05:44.185,00:05:44.638,8260440,8271311,metal-only-collision
P15_08_72,P15,P15_08,00:05:47.591,00:05:49.370,8342184,8384880,metal-only-collision
P15_08_75,P15,P15_08,00:06:02.216,00:06:02.607,8693184,8702568,metal-only-collision
P15_08_77,P15,P15_08,00:06:03.735,00:06:04.938,8729640,8758512,metal-only-collision
P15_08_78,P15,P15_08,00:06:06.072,00:06:06.351,8785728,8792424,metal-plastic-collision
P15_08_79,P15,P15_08,00:06:07.160,00:06:07.700,8811840,8824800,metal-only-collision
P15_08_80,P15,P15_08,00:06:09.145,00:06:09.877,8859480,8877048,metal-only-collision
P15_08_81,P15,P15_08,00:06:11.557,00:06:12.866,8917368,8948784,metal-only-collision
P15_08_82,P15,P15_08,00:06:17.219,00:06:17.701,9053256,9064824,metal-only-collision
P15_08_83,P15,P15_08,00:06:18.660,00:06:19.145,9087840,9099480,metal-only-collision
P15_08_84,P15,P15_08,00:06:20.601,00:06:21.268,9134424,9150432,metal-only-collision
P15_08_85,P15,P15_08,00:06:21.719,00:06:24.573,9161256,9229752,metal-only-collision
P15_08_86,P15,P15_08,00:06:28.472,00:06:29.204,9323328,9340896,metal-only-collision
P15_08_87,P15,P15_08,00:06:32.895,00:06:33.302,9429480,9439248,metal-only-collision
P15_08_93,P15,P15_08,00:06:54.557,00:06:55.175,9949368,9964200,metal-only-collision
P15_08_95,P15,P15_08,00:06:58.028,00:06:58.307,10032672,10039368,metal-only-collision
P15_08_99,P15,P15_08,00:07:10.043,00:07:10.319,10321032,10327656,plastic-only-collision
P15_08_105,P15,P15_08,00:07:29.440,00:07:29.906,10786560,10797744,metal-only-collision
P15_08_110,P15,P15_08,00:07:43.190,00:07:43.881,11116560,11133144,metal-ceramic-collision
P15_08_116,P15,P15_08,00:08:26.548,00:08:26.770,12157152,12162480,plastic-only-collision
P15_08_118,P15,P15_08,00:08:30.340,00:08:30.687,12248160,12256488,ceramic-only-collision
P15_08_121,P15,P15_08,00:08:39.687,00:08:40.423,12472488,12490152,metal-only-collision
P15_08_122,P15,P15_08,00:08:41.242,00:08:41.617,12509808,12518808,metal-only-collision
P15_08_123,P15,P15_08,00:08:41.978,00:08:44.277,12527471,12582648,metal-only-collision
P15_08_124,P15,P15_08,00:08:45.562,00:08:46.275,12613488,12630600,plastic-only-collision
P15_08_126,P15,P15_08,00:08:49.423,00:08:50.157,12706152,12723768,plastic-only-collision
P15_08_127,P15,P15_08,00:08:53.131,00:08:53.395,12795144,12801480,metal-only-collision
P15_08_129,P15,P15_08,00:08:59.520,00:09:00.284,12948480,12966816,plastic-only-collision
P15_08_130,P15,P15_08,00:09:01.492,00:09:02.267,12995808,13014408,plastic-only-collision
P15_09_1,P15,P15_09,00:00:03.439,00:00:03.768,82536,90432,metal-plastic-collision
P15_09_3,P15,P15_09,00:00:09.623,00:00:10.308,230951,247392,metal-only-collision
P15_09_5,P15,P15_09,00:00:15.189,00:00:15.755,364536,378120,metal-only-collision
P15_09_7,P15,P15_09,00:00:23.136,00:00:23.426,555264,562224,metal-wood-collision
P15_09_8,P15,P15_09,00:00:25.386,00:00:25.979,609264,623496,wood-only-collision
P15_09_11,P15,P15_09,00:00:30.189,00:00:30.505,724536,732120,metal-only-collision
P15_09_19,P15,P15_09,00:00:52.636,00:00:52.900,1263264,1269600,wood-only-collision
P15_09_89,P15,P15_09,00:04:20.322,00:04:20.655,6247728,6255719,metal-wood-collision
P15_09_97,P15,P15_09,00:04:56.114,00:04:56.468,7106735,7115232,metal-only-collision
P15_09_98,P15,P15_09,00:04:59.447,00:04:59.843,7186728,7196232,metal-only-collision
P15_09_102,P15,P15_09,00:05:08.947,00:05:09.239,7414728,7421735,metal-wood-collision
P15_09_104,P15,P15_09,00:05:09.987,00:05:11.218,7439688,7469232,metal-wood-collision
P15_09_105,P15,P15_09,00:05:13.030,00:05:13.780,7512719,7530719,ceramic-only-collision
P15_09_106,P15,P15_09,00:05:17.322,00:05:18.197,7615728,7636728,metal-wood-collision
P15_09_112,P15,P15_09,00:05:45.030,00:05:45.322,8280719,8287728,metal-ceramic-collision
P15_10_1,P15,P15_10,00:00:05.383,00:00:05.695,129192,136680,metal-only-collision
P15_10_2,P15,P15_10,00:00:06.299,00:00:06.549,151176,157176,metal-glass-collision
P15_10_3,P15,P15_10,00:00:15.133,00:00:15.758,363192,378192,metal-only-collision
P15_10_4,P15,P15_10,00:00:22.716,00:00:23.008,545184,552192,metal-only-collision
P15_10_5,P15,P15_10,00:00:25.328,00:00:25.570,607872,613680,metal-only-collision
P15_10_7,P15,P15_10,00:00:38.549,00:00:40.799,925176,979176,metal-only-collision
P15_10_9,P15,P15_10,00:00:43.383,00:00:44.258,1041192,1062192,metal-only-collision
P15_10_10,P15,P15_10,00:00:44.904,00:00:45.258,1077696,1086192,metal-only-collision
P15_10_11,P15,P15_10,00:00:45.674,00:00:46.862,1096176,1124688,metal-only-collision
P15_10_12,P15,P15_10,00:00:47.383,00:00:48.445,1137192,1162680,metal-only-collision
P15_10_13,P15,P15_10,00:00:51.758,00:00:52.424,1242192,1258176,metal-only-collision
P15_10_15,P15,P15_10,00:01:05.383,00:01:05.654,1569192,1575696,metal-only-collision
P15_10_16,P15,P15_10,00:01:06.383,00:01:07.737,1593192,1625687,metal-only-collision
P15_10_21,P15,P15_10,00:01:56.841,00:01:57.299,2804184,2815176,glass-only-collision
P15_10_25,P15,P15_10,00:03:14.274,00:03:14.504,4662576,4668096,metal-only-collision
P15_10_26,P15,P15_10,00:03:15.191,00:03:16.129,4684584,4707096,metal-only-collision
P15_11_3,P15,P15_11,00:00:20.880,00:00:21.880,501120,525120,metal-only-collision
P15_11_4,P15,P15_11,00:00:23.217,00:00:23.830,557208,571920,metal-only-collision
P15_12_2,P15,P15_12,00:00:02.841,00:00:03.174,68184,76176,metal-only-collision
P15_12_3,P15,P15_12,00:00:21.588,00:00:21.904,518112,525696,metal-only-collision
P15_12_4,P15,P15_12,00:00:22.279,00:00:22.529,534696,540696,metal-only-collision
P15_12_5,P15,P15_12,00:00:29.695,00:00:30.008,712680,720192,metal-only-collision
P15_12_6,P15,P15_12,00:00:31.611,00:00:31.862,758664,764688,metal-only-collision
P15_12_7,P15,P15_12,00:00:43.091,00:00:43.362,1034184,1040688,metal-only-collision
P15_12_8,P15,P15_12,00:00:43.758,00:00:44.133,1050192,1059192,metal-only-collision
P15_13_2,P15,P15_13,00:00:06.487,00:00:07.472,155688,179327,metal-ceramic-collision
P15_13_5,P15,P15_13,00:00:11.992,00:00:13.855,287808,332520,metal-only-collision
P15_13_7,P15,P15_13,00:00:14.980,00:00:15.692,359520,376608,metal-ceramic-collision
P15_13_8,P15,P15_13,00:00:16.442,00:00:17.442,394608,418608,ceramic-only-collision
P15_13_9,P15,P15_13,00:00:18.217,00:00:19.067,437207,457608,metal-only-collision
P15_13_11,P15,P15_13,00:00:23.487,00:00:23.730,563688,569520,metal-only-collision
P15_13_14,P15,P15_13,00:00:29.730,00:00:30.790,713520,738960,metal-ceramic-collision
P15_13_15,P15,P15_13,00:00:31.317,00:00:33.547,751608,805127,metal-glass-collision
P15_13_17,P15,P15_13,00:00:40.005,00:00:42.505,960120,1020120,plastic-only-collision
P15_13_18,P15,P15_13,00:00:43.417,00:00:44.557,1042008,1069368,metal-plastic-collision
P15_13_20,P15,P15_13,00:00:58.055,00:00:59.905,1393320,1437720,plastic-only-collision
P15_13_22,P15,P15_13,00:01:07.005,00:01:07.452,1608120,1618848,metal-only-collision
P15_13_37,P15,P15_13,00:02:55.955,00:02:58.213,4222920,4277112,metal-only-collision
P15_13_38,P15,P15_13,00:03:00.307,00:03:03.617,4327368,4406808,metal-only-collision
P15_13_43,P15,P15_13,00:03:24.046,00:03:24.946,4897104,4918704,metal-only-collision
P15_13_45,P15,P15_13,00:03:26.314,00:03:26.575,4951536,4957800,metal-only-collision
P15_13_50,P15,P15_13,00:03:45.523,00:03:50.512,5412552,5532288,metal-only-collision
P15_13_53,P15,P15_13,00:03:57.126,00:03:58.023,5691024,5712552,metal-only-collision
P15_13_54,P15,P15_13,00:03:58.501,00:03:59.200,5724024,5740800,metal-only-collision
P15_13_55,P15,P15_13,00:04:00.841,00:04:01.330,5780184,5791920,metal-only-collision
P15_13_57,P15,P15_13,00:04:03.147,00:04:03.617,5835528,5846808,metal-only-collision
P15_13_62,P15,P15_13,00:04:19.822,00:04:20.260,6235728,6246240,metal-only-collision
P15_13_65,P15,P15_13,00:04:36.115,00:04:36.483,6626760,6635592,metal-plastic-collision
P15_13_68,P15,P15_13,00:04:44.728,00:04:45.130,6833472,6843120,metal-plastic-collision
P15_13_69,P15,P15_13,00:04:45.630,00:04:46.013,6855120,6864311,metal-only-collision
P15_13_73,P15,P15_13,00:05:14.218,00:05:15.063,7541232,7561512,metal-only-collision
P15_13_90,P15,P15_13,00:07:14.997,00:07:15.734,10439928,10457616,metal-only-collision
P15_13_96,P15,P15_13,00:07:42.997,00:07:43.247,11111928,11117928,metal-ceramic-collision
P15_13_97,P15,P15_13,00:07:44.484,00:07:45.300,11147616,11167200,metal-only-collision
P15_13_98,P15,P15_13,00:07:46.155,00:07:48.339,11187720,11240136,glass-only-collision
P15_13_99,P15,P15_13,00:07:49.813,00:07:50.734,11275512,11297616,ceramic-glass-collision
P15_13_100,P15,P15_13,00:07:51.168,00:07:53.063,11308032,11353512,glass-only-collision
P15_13_109,P15,P15_13,00:08:36.767,00:08:37.006,12402408,12408144,plastic-only-collision
P15_13_126,P15,P15_13,00:09:43.324,00:09:44.057,13999775,14017368,ceramic-glass-collision
P15_13_127,P15,P15_13,00:09:46.358,00:09:46.699,14072591,14080775,metal-only-collision
P15_13_137,P15,P15_13,00:10:13.857,00:10:14.108,14732568,14738591,metal-only-collision
P15_13_151,P15,P15_13,00:10:53.574,00:10:53.949,15685775,15694775,metal-only-collision
P15_13_166,P15,P15_13,00:11:47.757,00:11:48.256,16986168,16998144,wood-only-collision
P15_13_191,P15,P15_13,00:12:28.218,00:12:28.818,17957232,17971632,metal-only-collision
P15_13_193,P15,P15_13,00:12:29.403,00:12:29.887,17985672,17997288,metal-wood-collision
P15_13_196,P15,P15_13,00:12:34.924,00:12:36.361,18118176,18152664,metal-glass-collision
P15_13_203,P15,P15_13,00:13:04.028,00:13:04.388,18816672,18825312,metal-only-collision
P15_13_218,P15,P15_13,00:14:08.759,00:14:09.259,20370216,20382216,metal-only-collision
P15_13_222,P15,P15_13,00:14:49.534,00:14:49.874,21348816,21356976,metal-only-collision
P15_13_223,P15,P15_13,00:14:53.807,00:14:54.107,21451368,21458568,metal-only-collision
P15_13_224,P15,P15_13,00:14:55.646,00:14:55.896,21495504,21501504,metal-wood-collision
P15_13_226,P15,P15_13,00:15:10.289,00:15:10.861,21846936,21860664,metal-plastic-collision
P15_13_227,P15,P15_13,00:15:12.325,00:15:12.968,21895800,21911232,metal-only-collision
P15_13_228,P15,P15_13,00:15:14.323,00:15:14.663,21943752,21951912,metal-only-collision
P15_13_231,P15,P15_13,00:15:23.245,00:15:23.911,22157880,22173864,metal-only-collision
P15_13_232,P15,P15_13,00:15:27.641,00:15:28.491,22263384,22283784,metal-only-collision
P15_13_233,P15,P15_13,00:15:30.807,00:15:31.495,22339368,22355880,metal-only-collision
P15_13_234,P15,P15_13,00:15:44.016,00:15:44.928,22656384,22678272,metal-wood-collision
P15_13_235,P15,P15_13,00:15:48.311,00:15:48.631,22759464,22767144,metal-wood-collision
P15_13_236,P15,P15_13,00:15:52.286,00:15:52.661,22854864,22863864,metal-wood-collision
P16_01_2,P16,P16_01,00:00:16.936,00:00:17.523,406464,420552,metal-only-collision
P16_01_3,P16,P16_01,00:00:18.532,00:00:19.129,444768,459096,metal-only-collision
P16_01_5,P16,P16_01,00:00:26.254,00:00:26.917,630096,646008,plastic-wood-collision
P16_01_8,P16,P16_01,00:00:37.215,00:00:37.417,893160,898008,metal-only-collision
P16_01_9,P16,P16_01,00:00:37.898,00:00:38.427,909552,922248,metal-only-collision
P16_01_10,P16,P16_01,00:00:40.023,00:00:40.311,960552,967464,metal-only-collision
P16_01_12,P16,P16_01,00:00:45.331,00:00:45.581,1087944,1093944,metal-only-collision
P16_01_13,P16,P16_01,00:00:46.715,00:00:46.946,1121160,1126704,metal-only-collision
P16_01_15,P16,P16_01,00:00:50.734,00:00:51.071,1217616,1225704,metal-wood-collision
P16_01_21,P16,P16_01,00:01:30.100,00:01:30.369,2162400,2168856,wood-only-collision
P16_01_22,P16,P16_01,00:01:35.629,00:01:35.840,2295096,2300160,wood-only-collision
P16_01_25,P16,P16_01,00:01:48.667,00:01:48.965,2608008,2615160,metal-wood-collision
P16_01_28,P16,P16_01,00:01:56.129,00:01:56.388,2787096,2793312,metal-wood-collision
P16_01_29,P16,P16_01,00:01:57.292,00:01:58.090,2815008,2834160,metal-wood-collision
P16_01_33,P16,P16_01,00:02:25.196,00:02:25.706,3484704,3496943,metal-glass-collision
P16_01_36,P16,P16_01,00:02:40.234,00:02:40.898,3845616,3861552,metal-only-collision
P16_01_38,P16,P16_01,00:02:59.561,00:03:00.004,4309464,4320096,metal-only-collision
P16_01_40,P16,P16_01,00:03:55.167,00:03:55.581,5644008,5653944,metal-wood-collision
P16_01_44,P16,P16_01,00:04:16.494,00:04:16.802,6155856,6163248,metal-wood-collision
P16_01_46,P16,P16_01,00:04:46.821,00:04:47.148,6883704,6891552,metal-only-collision
P16_01_47,P16,P16_01,00:04:51.821,00:04:52.052,7003704,7009248,metal-plastic-collision
P16_01_48,P16,P16_01,00:04:53.273,00:04:53.715,7038552,7049159,metal-only-collision
P16_01_49,P16,P16_01,00:04:57.648,00:04:57.898,7143552,7149552,metal-wood-collision
P16_01_50,P16,P16_01,00:05:19.407,00:05:19.811,7665768,7675463,metal-only-collision
P16_01_51,P16,P16_01,00:05:25.196,00:05:25.407,7804704,7809768,metal-wood-collision
P16_01_56,P16,P16_01,00:05:51.542,00:05:52.071,8437008,8449704,metal-wood-collision
P16_01_57,P16,P16_01,00:05:58.696,00:05:59.177,8608704,8620248,metal-only-collision
P16_01_58,P16,P16_01,00:06:00.773,00:06:01.225,8658552,8669400,metal-only-collision
P16_01_59,P16,P16_01,00:06:09.984,00:06:10.205,8879616,8884920,metal-only-collision
P16_01_60,P16,P16_01,00:06:12.061,00:06:13.032,8929464,8952768,plastic-ceramic-collision
P16_01_61,P16,P16_01,00:06:17.157,00:06:17.705,9051768,9064920,metal-wood-collision
P16_01_67,P16,P16_01,00:06:54.101,00:06:54.320,9938424,9943680,metal-wood-collision
P16_01_88,P16,P16_01,00:08:48.081,00:08:49.121,12673944,12698904,metal-only-collision
P16_01_90,P16,P16_01,00:08:51.937,00:08:52.383,12766488,12777192,plastic-glass-collision
P16_01_91,P16,P16_01,00:09:00.621,00:09:00.941,12974904,12982584,metal-plastic-collision
P16_01_94,P16,P16_01,00:09:22.251,00:09:23.178,13494024,13516272,metal-paper-collision
P16_01_96,P16,P16_01,00:10:26.476,00:10:26.891,15035424,15045384,metal-only-collision
P16_01_97,P16,P16_01,00:10:44.841,00:10:45.221,15476184,15485304,metal-wood-collision
